,size,weight,age,gender,whale_type
50,5.235304549958613,5.13339318619488,43,male,orca
51,1.681555778747564,0.1693276424144076,4,male,orca
52,3.393070101352236,3.395351515847384,26,female,orca
53,11.269174735675884,41613.59280169045,71,male,humpback
54,10.184728871841704,35765.331313761686,62,male,humpback
55,6.631057482216991,6.139305329037758,43,male,orca
56,11.837084681661148,40122.55087129471,18,male,humpback
57,3.1487454170535685,1.2669248894806977,59,female,narwhal
58,8.916511692963304,8.953317250859257,44,male,orca
59,4.578990357480138,5.435557622025577,48,male,orca
60,7.48161244767296,8.707744748330827,12,male,orca
61,10.397851518984682,35493.530906676664,5,male,humpback
62,4.299182016677951,0.6237678954081066,3,female,humpback
63,2.8663060171409787,3.1479353228711604,49,female,orca
64,9.18007235639504,9.078515582421788,13,female,orca
65,6.2247429447086455,6.099145458598809,14,male,orca
66,3.5213139829402476,1.117234225857016,78,male,narwhal
67,2.885094111613275,0.0768737163044125,1,male,orca
68,2.4644084465946547,2.1838919128591243,10,female,orca
69,3.397577243690735,1.179169312210298,95,female,narwhal
70,3.6386496130212462,0.9416083874213974,41,male,narwhal
71,4.673551208867241,1.0914158888384604,45,male,narwhal
72,6.496204236243712,6.070527103943458,29,male,orca
73,12.39210595617383,46.1227267341528,78,female,humpback
74,4.429015086883356,1.376412849113172,87,female,narwhal
75,3.1098137168953452,0.9939764029077836,114,female,narwhal
76,8.869867077020341,32888.73145201163,43,male,humpback
77,1.6521639225469578,1.6134797687231486,44,female,orca
78,2.0833970024447654,2.2774315973434724,48,female,orca
79,3.6436806184935655,0.9285450986076444,111,male,narwhal
80,12.124675452612902,50.303260174655165,8,female,humpback
81,12.861492389963264,42831.70065259511,50,male,humpback
82,11.857977808594727,44.314419061572174,43,female,humpback
83,11.094706322980244,43192.96229388687,13,male,humpback
84,1.851897519353835,0.4207294147289708,2,male,narwhal
85,5.19505189326163,5.230888911540349,19,male,orca
86,4.178120932031377,3.952362961021892,30,male,orca
87,7.03340222596176,7.287605203408637,10,male,orca
88,1.7822774126983558,1.516318966588933,28,female,orca
89,7.719402122262418,7.392702253304974,36,male,orca
90,3.095335966924197,1.1139560859381084,41,female,narwhal
91,6.875055414516745,6.036836758379104,37,male,orca
92,3.614722059686548,0.1359568177755869,1,female,orca
93,13.841216396574287,48529.12429668843,28,male,humpback
94,13.886913449263226,47548.85656229812,26,male,humpback
95,10.308963019887024,38650.62532353314,12,male,humpback
96,4.833141462028199,1.3778020547144532,67,male,narwhal
97,8.655289457312593,8.711275717609901,19,male,orca
98,7.859464546603052,7.564327237072158,46,female,orca
99,10.436759016027557,9.764048992950068,41,male,orca
100,13.578822084979915,50.34828070180434,35,female,humpback
101,3.1349088837931625,1.0681577933167208,52,male,narwhal
102,9.93035700331084,34028.647865771236,23,male,humpback
103,3.20839262486177,1.0220697381035344,62,male,narwhal
104,10.493224670752264,36724.45116404534,62,male,humpback
105,3.516005778767232,0.9679244744764686,50,male,narwhal
106,5.18946174716371,4.606211332201157,28,female,orca
107,2.328659390202126,0.9306430360344882,49,female,orca
108,1.5713419636622057,0.2260817359176923,3,male,orca
109,5.998509235038231,5.4863659441485355,32,male,orca
110,15.213714539016362,52856.861798443926,58,male,humpback
111,12.054133825540468,48.497966261511664,7,female,humpback
112,13.802963242448222,52.06449417651635,22,female,humpback
113,3.887081970732702,4.591312618914482,19,male,orca
114,4.027538882520545,592.3265291874669,4,male,humpback
115,6.476381536158565,5.9247305951503035,23,male,orca
116,8.646607719073032,8.310479076866146,16,female,orca
117,4.57593182765475,0.5985203507011837,3,female,humpback
118,3.7475832347700857,4.2024001835150715,11,male,orca
119,9.089068373045874,38.49453605417722,52,female,humpback
120,4.5266703274085405,1.3904268931410964,53,female,narwhal
121,4.013584581267001,1.3752367241473964,35,male,narwhal
122,10.494703873975258,38461.07191660094,43,male,humpback
123,14.448700471754425,51.35942441058476,73,female,humpback
124,7.65997125863939,7.11958089586208,7,male,orca
125,0.9179438229356146,0.946896276604507,24,female,orca
126,1.762440048827644,0.4135783914343195,6,female,narwhal
127,6.072867544427174,6.1063057066658075,30,female,orca
128,5.123875433930442,4.672748097235846,13,male,orca
129,3.2360610511595236,0.0476373560051245,3,male,orca
130,5.670096819892045,4.9654230997992554,34,male,orca
131,4.287543427638493,4.38793936065886,43,male,orca
132,6.573164831548803,6.548011570171143,36,male,orca
133,7.1447601076611305,6.3342058287672725,12,female,orca
134,10.12176283716586,36884.29736787618,56,male,humpback
135,8.555635349104971,8.84100849597971,46,male,orca
136,14.122938547881272,51178.373434922374,31,male,humpback
137,4.580571839063236,4.7744226190312276,13,male,orca
138,5.628803032531419,5.086998205578683,11,female,orca
139,11.02045899469461,40227.96082235025,78,male,humpback
140,4.926932425873622,0.1534565613539839,4,male,orca
141,4.229988831672256,1.2350231263979194,97,female,narwhal
142,6.691498407430685,7.275946540301545,47,male,orca
143,9.880943147955184,36287.428245715295,26,male,humpback
144,4.87378940995681,1.46065340045181,30,female,narwhal
145,7.306170274753784,7.134615733277904,17,female,orca
146,5.494018693925969,5.384443530093999,23,male,orca
147,5.697216764181124,6.417963888212931,31,female,orca
148,12.950955168504947,53.24149779758479,67,female,humpback
149,2.862589678570203,2.380082198038588,21,male,orca
150,15.009954240769762,62.627512273013195,49,female,humpback
151,12.881973738550991,47.19272619515273,10,female,humpback
152,5.216356160221434,4.927447714780864,10,female,orca
153,13.533048356392122,54.06375736224163,66,female,humpback
154,2.023120424802144,2.306455131057197,18,male,orca
155,6.563549447032333,6.707525557983736,33,male,orca
156,1.6456169085325334,1.5684932516654992,43,female,orca
157,2.2810020242691063,0.1211051678509713,1,female,orca
158,4.650202844051389,1.280016438495443,110,male,narwhal
159,3.8109408383279257,3.81274210787321,23,male,orca
160,1.2451112876278247,1.6832706216149154,9,female,orca
161,10.731156754247296,40188.301165839686,25,male,humpback
162,3.4886814507219026,3.43779941422809,14,female,orca
163,12.313369564617316,38629.84092876028,5,male,humpback
164,7.213886611758415,6.766290001744549,7,female,orca
165,7.32761028647167,7.270343603363939,6,male,orca
166,10.525098964958634,10.737118255958384,11,male,orca
167,14.320394662254008,57.05827773462188,55,female,humpback
168,12.41832932907816,40600.1566335913,53,male,humpback
169,4.215424662318666,3.778533141838608,36,female,orca
170,8.378211515998368,7.536247670269433,31,male,orca
171,2.2657553339911276,3.0822314742621195,33,female,orca
172,5.592733325765896,4.854463150902948,11,male,orca
173,15.892871858203511,58.62557096342157,7,female,humpback
174,3.3144338659934824,1.0873866955198124,102,female,narwhal
175,2.865715092206954,1.006506746160902,27,female,narwhal
176,14.394511828835936,57.25516742111574,30,female,humpback
177,3.9289901292215106,610.4001831405996,4,male,humpback
178,4.13803349606734,3.39068920838515,46,male,orca
179,4.504952633153196,4.278685187242528,13,female,orca
180,4.195959232889882,1.2173840373089706,110,male,narwhal
181,5.1336067906541984,4.698572925309821,21,male,orca
182,5.472846540502275,4.991363775945209,49,female,orca
183,13.581551183882077,51.92262972156907,71,female,humpback
184,4.784644598284137,4.282073311645128,25,female,orca
185,5.373161595425776,5.4952399130711,40,male,orca
186,6.288907473469252,5.928174336576715,5,female,orca
187,5.18425795228786,5.270793864429795,23,female,orca
188,4.072167942701773,1.250751141878767,70,male,narwhal
189,15.78167018863036,60.262594750852315,34,female,humpback
190,0.8241387509535811,0.7386532651694715,20,female,orca
191,3.5666530931516847,0.9330652861945138,33,female,narwhal
192,3.5881416308513914,1.2258081706712318,110,female,narwhal
193,12.204902116230128,51.00297629374278,62,female,humpback
194,3.2323636446570827,0.7262994574017124,6,male,narwhal
195,4.479005777670692,1.5200184987184089,41,female,narwhal
196,4.660500477934522,4.343612037468473,46,male,orca
197,11.222161762220894,42068.99548725749,47,male,humpback
198,9.961040072927144,36299.765410886146,77,male,humpback
199,10.585533501109426,40817.866677943275,17,male,humpback
200,9.122299559133207,30434.467874104874,23,male,humpback
201,13.318591633293572,48141.98311564269,35,male,humpback
202,13.154695429300654,44827.039872176894,71,male,humpback
203,4.337593543803093,718.2048039248137,4,male,humpback
204,10.62126528121826,39237.65081809728,22,male,humpback
205,8.890736041841606,33343.8352322111,64,male,humpback
206,2.9806119011073897,2.7979614045964953,5,male,orca
207,5.586442718604754,1.544476171715133,11,female,narwhal
208,2.8108579152302364,2.5938742039977125,41,female,orca
209,7.484655795728862,7.424542979011756,14,male,orca
210,6.098515754678257,1.538205752410715,32,female,narwhal
211,4.999949970598674,5.399719431215017,5,male,orca
212,4.824029268408548,4.703095917651778,14,female,orca
213,2.0854789255972204,2.0609522209600417,28,female,orca
214,2.942774241539421,0.7123046344273759,4,female,narwhal
215,12.608553242032892,53.06647638389197,51,female,humpback
216,9.307313522272745,33165.606507922894,62,male,humpback
217,4.1352128447497885,1.3868915044491217,70,female,narwhal
218,0.3208622991890839,0.8179154157101802,38,male,orca
219,4.013817984278585,1.291265048947789,104,female,narwhal
220,7.7495007929253,8.052308562793732,8,male,orca
221,9.64284491664182,9.652019427093872,39,male,orca
222,4.822952184354325,1.291146867808049,48,female,narwhal
223,2.819940401685282,3.305747420940607,44,male,orca
224,2.3317157188742517,2.4040810445171115,7,female,orca
225,3.176883603280333,2.7129635392397144,49,female,orca
226,4.016127323593029,1.2788252605474926,39,female,narwhal
227,2.3313455021397296,2.4419723139326157,29,female,orca
228,3.5984364855570634,3.446373400222159,34,female,orca
229,6.407451396535923,6.531796959627696,17,male,orca
230,8.695290238038709,9.214691152039986,6,male,orca
231,5.205644785704592,5.005800809828272,21,female,orca
232,10.8688941408601,36743.215531040856,22,male,humpback
233,2.891959989210314,0.6216906056528066,8,female,narwhal
234,6.052890114759344,5.653988778234636,13,female,orca
235,4.299618458652502,1.4243198209178196,19,female,narwhal
236,2.907502842648229,3.17634769136216,28,female,orca
237,4.126158005380517,0.9191997889193948,109,female,narwhal
238,2.7491016636825543,2.834726251401097,32,female,orca
239,9.185266482726698,9.723611567339264,44,male,orca
240,12.080024643793587,51.89862693431566,69,female,humpback
241,3.0132687532285085,1.1015313317890976,114,male,narwhal
242,3.9988939698191097,0.6872980804856575,3,female,humpback
243,14.106205572767063,55.080981952285306,6,female,humpback
244,8.730298340574704,33431.21093156984,56,male,humpback
245,4.537820284570311,4.494154755612606,17,female,orca
246,0.6103819475537673,0.8749082862269146,41,female,orca
247,4.06272872410201,3.7792009654079584,17,male,orca
248,4.514648417357771,1.5576287901909784,88,female,narwhal
249,12.222373481860796,48.97387867737184,27,female,humpback
250,4.563155623257508,4.401615986699493,21,male,orca
251,5.65402896311297,5.495292995747425,26,male,orca
252,12.431622376362178,49.80050940847899,24,female,humpback
253,2.23742509630007,0.5487730671667459,5,male,narwhal
254,6.18760945115228,6.541262121316446,10,female,orca
255,2.5207448226751876,0.5583881890649819,8,female,narwhal
256,13.64573803680898,55.32983546951387,79,female,humpback
257,5.694452300292439,5.1927030735160065,47,male,orca
258,2.3144968129541796,2.744166954803835,8,female,orca
259,4.976002284065507,1.3801484384219127,20,female,narwhal
260,12.44119008558938,42793.454830166374,49,male,humpback
261,5.096729568961031,5.142314128739125,43,male,orca
262,4.47053331613192,1.0783531292657331,33,male,narwhal
263,2.601159655872839,0.194164393577307,1,male,orca
264,4.170123139183824,3.4821900525918457,22,female,orca
265,3.736963435081214,0.8548043253015836,62,male,narwhal
266,7.780951565277406,7.44722117445775,11,male,orca
267,13.814302452889596,43362.868506013656,5,male,humpback
268,3.638687597524955,1.491650887618136,13,female,narwhal
269,8.054181832612846,7.769502109526628,8,male,orca
270,4.420409913719199,0.8961977812093406,37,female,narwhal
271,11.359112617875487,43999.70950971025,51,male,humpback
272,3.682986969374109,3.2857952603845204,40,female,orca
273,5.387874678712992,4.9903388703101,15,male,orca
274,15.981174638799423,61.629277786690864,49,female,humpback
275,8.20094234453478,7.950395259564859,32,male,orca
276,2.0359682600362525,2.3799351934548416,44,male,orca
277,6.201540244346085,5.725102970744616,40,male,orca
278,4.362597367454674,3.971162245664,19,male,orca
279,9.450412237477089,35520.00596592749,21,male,humpback
280,3.6967615706368377,3.7889398959953855,22,female,orca
281,4.735800804866168,1.5259041317702775,89,male,narwhal
282,8.187178315929376,32035.98600323757,34,male,humpback
283,7.30565774556162,26842.84058290047,45,male,humpback
284,7.2605020472742,7.550890941526186,41,male,orca
285,7.698147088482623,7.707426091365656,38,male,orca
286,7.798089241824795,8.152292625280026,12,male,orca
287,3.530055139756256,1.3367544037940062,71,male,narwhal
288,3.1072744026258956,3.033877896633121,38,female,orca
289,12.571841752475503,47.643780255206025,46,female,humpback
290,3.7269685310566754,0.1916180138841933,1,male,orca
291,14.698559320833793,55.70996744862,72,female,humpback
292,4.853633222683961,4.574248330403648,28,female,orca
293,4.550810672269967,1.2617599093876406,54,female,narwhal
294,14.866150447875029,55.34662505426653,24,female,humpback
295,5.75963041092217,6.162125741387314,35,male,orca
296,1.063989575667342,2.14204009135475,43,female,orca
297,3.4176891751839076,3.455144597511417,22,female,orca
298,4.722578517447357,4.668998403556236,48,female,orca
299,11.95050852583528,52.61366924042343,63,female,humpback
300,2.591798482864794,0.9040382260089108,29,female,narwhal
301,3.84188473434264,1.1553021705326014,86,male,narwhal
302,5.067576358758742,5.312962423670182,44,female,orca
303,5.3999413495347675,6.060991009507196,44,male,orca
304,10.41193296297988,37.62937618515132,10,female,humpback
305,5.238603446475154,4.956196371633689,12,male,orca
306,5.813523700165421,6.13069525308326,17,female,orca
307,5.290508652713236,4.91012227787793,7,female,orca
308,9.825438806371004,9.347021940792956,35,female,orca
309,8.21946360718481,8.387912519976556,49,male,orca
310,5.529686517558592,5.605323159385348,44,male,orca
311,3.187862751686561,1.0387479298895017,112,male,narwhal
312,3.831264216772357,3.8406185949953056,30,male,orca
313,3.935931384561786,3.222963093822228,9,female,orca
314,4.092228205013689,0.9685639710937626,34,male,narwhal
315,7.176432076647844,6.933450935184208,14,male,orca
316,4.347503412062295,4.359517341102597,39,male,orca
317,13.262491388269256,54.90375199022942,15,female,humpback
318,3.63571173929884,0.2013247909459844,1,female,orca
319,10.735427617306422,38304.7734839513,54,male,humpback
320,3.1524609446345524,3.0428451107570655,9,female,orca
321,6.195046420363412,6.578539725431273,49,female,orca
322,2.827455924995116,0.1238469719927723,3,male,orca
323,6.684558027689498,6.242061334648943,17,female,orca
324,2.399639507985572,0.4987295476807609,5,male,narwhal
325,8.23403058596869,8.139216524315962,42,male,orca
326,5.92550491869182,5.547478257652497,12,male,orca
327,12.374344313939922,50.48967918101621,57,female,humpback
328,6.636285369445498,7.044487362496019,9,male,orca
329,6.2759730356256735,6.177315181922875,43,male,orca
330,9.191350853067291,34.84241076329624,11,female,humpback
331,4.0664631267369105,1.3075393162292668,17,male,narwhal
332,13.440662815346352,52.04637357281867,72,female,humpback
333,6.888185204959129,7.259188272787949,44,male,orca
334,2.569367045889046,3.16407299232271,27,female,orca
335,13.116384948668896,48213.36476627982,20,male,humpback
336,3.862303028684508,1.3889603400486097,24,female,narwhal
337,13.0323544972189,47059.382594472634,42,male,humpback
338,3.6207271327183337,3.5246097506207184,39,female,orca
339,13.985845535424229,50.63660184538742,24,female,humpback
340,8.177669413941514,7.182043113119753,15,male,orca
341,7.319045025386281,6.742425736113661,31,male,orca
342,10.728383741635485,38020.85609634169,58,male,humpback
343,6.123825681737402,6.345188207829732,12,male,orca
344,1.256014347027297,1.7257172389275557,24,female,orca
345,3.643183437214358,0.1350593405982549,3,male,orca
346,11.005876585470595,43.19324927407622,45,female,humpback
347,7.401634713768316,7.309308325816016,31,male,orca
348,9.799513306487052,10.577894979426414,45,male,orca
349,4.56074380243208,1.369378244596839,55,female,narwhal
350,4.220092414854997,1.2748487483030286,17,female,narwhal
351,4.68937617296205,4.676035644406782,33,male,orca
352,6.046359611703214,5.144185556809843,12,female,orca
353,5.73427039141642,5.618192416545402,38,male,orca
354,2.702943812348184,0.7341631323368504,8,female,narwhal
355,15.325128087751551,57479.388948000495,66,male,humpback
356,4.905690431608745,1.534741145716327,93,female,narwhal
357,3.975136505356318,1.0868627692198989,52,female,narwhal
358,2.765099262155887,2.392055202386045,19,female,orca
359,12.018158954090412,40529.47226557617,40,male,humpback
360,4.0303160787380525,1.40702100300586,75,male,narwhal
361,3.863452034680551,1.4242924024055053,77,female,narwhal
362,12.12192020272872,43385.798560328934,67,male,humpback
363,7.936037543819784,8.471564383644308,39,male,orca
364,4.767336997301181,4.700357043718359,40,male,orca
365,8.724892809652587,8.96542958834483,35,male,orca
366,7.03516739199368,7.410730420456902,35,male,orca
367,6.54936003419237,7.300900185072279,8,male,orca
368,5.588567409756781,6.066655851331604,20,male,orca
369,3.665995352172896,1.1590509165972849,104,male,narwhal
370,5.032092671116797,5.243409451477576,38,male,orca
371,12.876501671418191,43382.99008307923,12,male,humpback
372,2.089099571085649,1.7722938007977334,11,female,orca
373,3.996824392089733,1.2053381191861965,14,female,narwhal
374,12.93354067524377,49.62319380380243,34,female,humpback
375,11.543396287510015,10.579611594920918,5,male,orca
376,4.966444319844614,1.4901123769193432,79,male,narwhal
377,3.474994652674329,2.9479303146648395,24,female,orca
378,7.328950200217977,6.987165538617738,36,female,orca
379,3.302962002019456,3.2680885775989315,18,male,orca
380,3.4554912652617573,1.129324368365362,26,female,narwhal
381,4.127014129018863,1.2808821564994626,53,female,narwhal
382,11.293494911457326,48.32964928485608,61,female,humpback
383,3.3579480791479095,0.8592337743298785,75,male,narwhal
384,11.77667586620425,41036.33664699472,23,male,humpback
385,11.693858546416507,46.583249471329594,19,female,humpback
386,15.138701658609564,57.43694623275729,65,female,humpback
387,12.069867215868284,40347.74043878622,67,male,humpback
388,5.194711115369942,1.5316389310788472,84,female,narwhal
389,8.200573052940149,7.93068292344417,26,female,orca
390,12.923085762639175,51.83890080633433,38,female,humpback
391,9.880324464328176,43.91802899861675,68,female,humpback
392,5.235371356065505,4.999370220605868,17,female,orca
393,9.174710577556056,8.834040825963253,45,male,orca
394,1.0781146551771077,1.2479154724212913,45,female,orca
395,3.8504068635117825,1.0947591359332631,59,female,narwhal
396,10.993717413527252,39735.51997291998,62,male,humpback
397,2.2164062967827545,2.452991332100774,6,male,orca
398,5.043863517829133,629.0875177835886,2,male,humpback
399,3.667922133331887,0.1747937922887739,2,male,orca
400,13.329235308784549,43898.7774814441,60,male,humpback
401,11.91761913543707,47.08248050817169,54,female,humpback
402,12.69562830326676,41639.397620796786,79,male,humpback
403,12.36722411676889,43.40513454935526,36,female,humpback
404,10.98058695707019,36805.69236027814,16,male,humpback
405,2.7941814282722124,3.482990178649331,27,male,orca
406,3.824398376845504,4.870451991658116,7,male,orca
407,6.391521747601601,6.825668113539784,9,female,orca
408,3.861142571195484,1.0697652604526018,60,male,narwhal
409,4.238026558496997,4.3878648825003905,48,male,orca
410,4.617690679411134,0.7279238263802378,2,female,humpback
411,4.52789629690506,1.4564790061412691,82,male,narwhal
412,10.892291393804376,44.39345980846715,29,female,humpback
413,4.521837497194758,1.394465231705104,56,male,narwhal
414,5.821154831933745,6.36009073762234,14,female,orca
415,4.0197054927031575,1.3653074107740772,58,female,narwhal
416,7.000517775714918,6.793193783162527,14,female,orca
417,8.911587626570153,8.148494467889321,16,male,orca
418,9.829563003670632,42.81778197350127,8,female,humpback
419,2.1457551863412445,0.5083770793265462,10,female,narwhal
420,2.1735294816874284,1.983889045776104,9,female,orca
421,15.808502082796837,60.056713577958014,22,female,humpback
422,3.133989227418566,0.2448710710644852,2,female,orca
423,10.447476841354394,40571.73445651844,26,male,humpback
424,3.592001199042352,0.8269411230995712,21,male,narwhal
425,3.999279449232434,3.28901877758811,45,female,orca
426,5.384016063107228,5.06170193994838,28,male,orca
427,15.295572270104833,65.30912374348813,47,female,humpback
428,10.789685265462936,34841.32710101744,37,male,humpback
429,8.09880762153061,7.933520925217893,34,male,orca
430,9.505487446055229,40.70665017170551,23,female,humpback
431,10.0518063191586,48.11852431174435,50,female,humpback
432,3.5411675995774976,3.8677134302526657,24,female,orca
433,7.927022216985513,7.92517438106159,17,female,orca
434,4.297216254822619,4.808203310018017,9,female,orca
435,11.160807923349225,40465.39936269724,75,male,humpback
436,11.471632547800429,48.88031401460357,19,female,humpback
437,2.641321934916781,0.1224492958190246,2,female,orca
438,4.154579709846229,1.53253778580932,29,female,narwhal
439,5.587583884952334,5.272819092841429,46,female,orca
440,4.535695446083757,4.391368480680015,34,male,orca
441,3.891337713900151,4.149552535843937,29,female,orca
442,3.85389361579685,3.607066833143806,41,female,orca
443,2.544467919138841,0.983492621630138,57,female,narwhal
444,9.899726426559637,39.36116708699993,14,female,humpback
445,0.5201011165997413,1.1700482562479038,28,female,orca
446,9.82585097594831,38.0118774968513,21,female,humpback
447,14.960967414160375,51.14896572701565,63,female,humpback
448,10.200583826785149,35766.768755668185,59,male,humpback
449,2.622080305202884,0.8455829815978947,54,male,narwhal
450,1.443067740159233,1.3560871653163789,16,male,orca
451,2.650103775738701,3.9218528672164377,25,male,orca
452,9.573532455975345,9.97426194134021,37,male,orca
453,14.323325041037943,52.06756828287348,38,female,humpback
454,6.316571220376159,5.452013836341392,48,male,orca
455,3.2637918245696618,0.1353837304905776,3,female,orca
456,12.797076780497337,52.513051613768376,66,female,humpback
457,1.8998414462409845,2.921754593702043,37,female,orca
458,12.22197523917684,44661.45042533139,9,male,humpback
459,0.7315612460973717,0.3064782252731411,4,female,orca
460,5.175188625885595,5.248838824513104,41,female,orca
461,7.581667477601095,7.149402523330697,12,male,orca
462,8.951112585780052,9.037773162905326,29,male,orca
463,3.483241143312949,0.8243709490471681,42,male,narwhal
464,2.791882193448491,2.445219848282191,8,female,orca
465,2.5322221100986906,0.889274399965798,108,female,narwhal
466,13.935134439611549,43752.89583760883,10,male,humpback
467,7.0296950141618515,7.337309609515813,7,male,orca
468,3.459714745509703,1.3342943253606507,65,male,narwhal
469,4.929383719177462,4.662683293558681,37,female,orca
470,13.840768841449158,49713.340620807525,57,male,humpback
471,4.153160203699646,4.038309830115718,41,female,orca
472,2.8275469201804713,3.042840200271611,49,female,orca
473,1.7137534994973018,2.711226142403945,30,female,orca
474,15.364563554165567,62.97273463853649,23,female,humpback
475,3.4173866371323136,1.330818875130762,104,male,narwhal
476,8.380857908416587,32232.082282925967,47,male,humpback
477,5.553979210069265,6.510106697779153,37,male,orca
478,4.070678121429218,1.2668840296064798,20,female,narwhal
479,2.7033800992347503,0.8121415058294615,46,male,narwhal
480,14.539248366477686,53.16479360953909,36,female,humpback
481,5.350730744952457,5.204236640784967,43,female,orca
482,11.38172433900016,43786.33466767702,75,male,humpback
483,12.091928212810943,40629.91977224456,62,male,humpback
484,4.712572918077237,1.435143508687972,108,female,narwhal
485,11.57961185669847,37797.01765766903,16,male,humpback
486,12.466887728574864,42422.23302639469,71,male,humpback
487,2.295522211700111,0.464487524790049,5,male,narwhal
488,11.93578488773217,44.33119901010838,18,female,humpback
489,3.5841691774345437,3.816777610743584,16,male,orca
490,3.8690592154546097,1.2302263477931012,57,male,narwhal
491,11.648867724268436,47.26088051638399,58,female,humpback
492,3.422024853881372,1.0285596752358117,56,female,narwhal
493,2.9173544740907773,2.8003422469142034,42,female,orca
494,3.869060017417428,3.5029427638511015,45,female,orca
495,2.59766463076639,3.5732155627857027,39,female,orca
496,3.607301457531291,1.0175988842754848,62,male,narwhal
497,4.467107166712367,3.6423667195504064,10,male,orca
498,13.290641376122943,45353.05279989594,72,male,humpback
499,3.209465606505174,1.1337547348516612,86,female,narwhal
500,2.3015859605511886,2.488416999683274,33,female,orca
501,8.591987572594615,8.636604649705339,43,male,orca
502,3.1292493002280755,0.8050059768211763,102,female,narwhal
503,4.228661278267925,4.584748210355947,16,male,orca
504,13.47257134840896,57.58107955766367,15,female,humpback
505,4.161046499323127,1.1875129484806797,66,male,narwhal
506,7.26780867581116,7.685806096609301,28,female,orca
507,14.424972937442664,46371.94043665859,17,male,humpback
508,4.203565024809198,1.5000944356464376,69,male,narwhal
509,6.61563670565018,6.963567415722568,17,male,orca
510,6.7007178410755825,5.785907740217539,28,female,orca
511,13.277864311778549,47.70732708808076,52,female,humpback
512,3.880825320367836,1.200568740669337,16,male,narwhal
513,4.18179890877106,0.0971688396161113,1,male,orca
514,11.808563678078718,46.72219914835843,59,female,humpback
515,11.133592571834884,42025.20271718594,36,male,humpback
516,11.102965924957068,43045.49303221357,40,male,humpback
517,13.904860141795991,48467.83234764146,47,male,humpback
518,4.512688970761003,4.1542895717662525,38,female,orca
519,9.539309994953372,36.83273692875315,33,female,humpback
520,4.747768545776187,5.54384030967335,21,female,orca
521,4.262368207355391,4.381423425511418,39,male,orca
522,2.6231877791373197,2.4796211020758268,46,female,orca
523,6.436224610310027,6.159195724752073,39,male,orca
524,12.840011735920632,47793.60606421719,24,male,humpback
525,3.834611902467816,1.1811690169915197,57,female,narwhal
526,4.850410699211302,0.7403240077707528,2,female,humpback
527,6.1816841827979445,6.122741929746267,18,female,orca
528,4.379654261574904,3.6572980143927625,27,female,orca
529,14.5392807110261,49.75803860387287,71,female,humpback
530,6.881341148583949,6.8825430690433755,26,male,orca
531,9.759026379721083,37053.64174105347,41,male,humpback
532,3.149043944526039,0.2031006654964642,3,male,orca
