,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
10,0,,4909,tt0069947,en,The Day of the Jackal,"An international assassin known as ‘The Jackal’ is employed by disgruntled French generals to kill President Charles de Gaulle, with a dedicated gendarme on the assassin's trail.",6.320225,1973-05-15,0.0,143.0,Released,"Nameless, faceless... relentlessly moving towards the date with death that would rock the world.",The Day of the Jackal,7.3,150.0
11,0,http://movies.disney.com/sharpays-fabulous-adventure,60405,tt1629440,en,Sharpay's Fabulous Adventure,"After a talent scout spots her performing with her dog Boi at a charity gala, Sharpay Evans sets off for the bright lights of NYC, convinced instant fame and fortune are in the bag. But theatre's a dog-eat-dog world. Fortunately, Sharpay also meets Peyton, a handsome student filmmaker who finds Sharpay nearly as fascinating as she finds herself.",14.129281,2011-04-19,0.0,90.0,Released,,Sharpay's Fabulous Adventure,5.3,110.0
12,0,,67314,tt0907305,fr,La Traque,"One night, several deer hurl themselves unexpectedly against the electric fence of a farm. Seeing deep signs of biting on the animals’ bodies, the farm owners realise that a predator is roaming about the neighbouring woods. Having determined to hunt it down, the farmer and his family penetrate deep into the surrounding forest. They look with bewilderment at the dying environment ravaged by a mysterious evil force. As the sun slowly sinks away, howling resounds through the forest. The hunters have become prey...",0.714459,2011-07-13,0.0,142.0,Released,,Prey,5.1,11.0
13,0,,86193,tt0067245,en,The Incredible 2-Headed Transplant,"Dr. Roger Girard is a rich scientist conducting experiments on head transplantation. His caretaker has a son, Danny, who, although fully grown, has the mind of child. One day an escaped psycho-killer invades Girard's home, killing Danny's father before being gunned down himself. With the maniac dying and Danny deeply unsettled by his father's death, Dr. Girard decides to take the final step and transplant the killer's head onto Danny's body.",0.697569,1971-04-28,0.0,87.0,Released,Two heads crafted on the body of a giant... The most fearsome living force ever created by man.,The Incredible 2-Headed Transplant,4.0,11.0
14,3600000,,103686,tt1403214,de,Paradies: Liebe,"On the beaches of Kenya they're known as ""Sugar Mamas"" -- European women who seek out African boys selling love to earn a living. Teresa, a 50-year-old Austrian and mother of a daughter entering puberty, travels to this vacation paradise. She goes from one Beach Boy to the next, from one disappointment to the next and finally she must recognize: On the beaches of Kenya love is a business.",4.645724,2012-04-27,24267.0,120.0,Released,,Paradise: Love,6.7,53.0
15,0,http://www.master-of-the-universe-film.de,246308,tt3129484,en,Master of the Universe,"He was one of Germany's leading investment experts with an income of several million Euros per day. Now, he sits on one of the upper floors of an empty bank building in the middle of Frankfurt, overlooking a skyline of glass and steel. And talks. In an extended mix of a monologue and an in-depth interview, which is as frightening as it is fascinating, he shares his inside knowledge from a megalomaniac parallel world where illusions are the market's hardest currency. Marc Bauder's 'Master of the Universe' is based on meticulous research and provides us with geniune insight into the notoriously secretive and self-protective 'universe' of which our nameless protagonist experiences himself a master. Where other films on the financial meltdown have focused on the epic nature of larger-than-life business, Bauder probes the mentality that made it possible in the first place. A tense drama where psychology meets finance - two things that are more closely linked than you would like to believe.",0.911924,2013-11-07,0.0,88.0,Released,,Master of the Universe,6.9,14.0
16,15000000,,11884,tt0087597,en,The Last Starfighter,A video game expert Alex Rogan finds himself transported to another planet after conquering The Last Starfighter video game only to find out it was just a test. He was recruited to join the team of best Starfighters to defend their world from the attack.,5.984133,1984-07-13,28733290.0,101.0,Released,He didn't find his dreams... his dreams found him.,The Last Starfighter,6.5,225.0
17,160000000,https://www.uphe.com/movies/van-helsing,7131,tt0338526,en,Van Helsing,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,12.643312,2004-05-05,300257475.0,132.0,Released,The One Name They All Fear.,Van Helsing,6.0,1674.0
18,0,,300433,tt4319112,ko,기술자들,"Ji-hyuk is an expert safe-cracker who lives the highlife stealing antiques and jewelry with his team. CHO, a powerful and cruel gang boss threatens them to steal $150 million with him. Ji-hyuk plans to get revenge on CHO, but ends up falling into his trap. However, CHO later realizes it was all part of Ji-hyuk’s scheme. When Ji-hyuk, who was thought dead, reappears, hidden secret relations between the technicians also surface.",2.200564,2014-12-24,0.0,116.0,Released,,The Con Artists,7.7,22.0
19,30000000,,13341,tt0408524,en,Bad News Bears,"Morris Buttermaker is a burned-out minor league baseball player who loves to drink and can't keep his hands to himself. His long-suffering lawyer arranges for him to manage a local Little League team, and Buttermaker soon finds himself the head of a rag-tag group of misfit players. Through unconventional team-building exercises and his offbeat coaching style, Buttermaker helps his hapless Bears prepare to meet their rivals, the Yankees.",4.469459,2005-07-22,34252847.0,113.0,Released,The bases are loaded... so is the coach.,Bad News Bears,5.7,73.0
20,1200000,,322266,tt3380104,en,Buddy Hutchins,"With his business in shambles, a mounting criminal record, and a cheating wife, today is the day that Buddy Hutchins snaps.",1.77499,2015-01-01,0.0,99.0,Released,His Bad Day is Now Your Bad Day,Buddy Hutchins,3.3,8.0
21,0,,63537,tt0103218,en,"Vivat, Gardemariny!",In the second movie the Naval Cadets are guarding the princess coming from Germany to marry a Russian prince.,0.156648,1991-06-06,0.0,140.0,Released,,"Vivat, Naval Cadets!",5.7,3.0
22,0,,43511,tt0036919,en,Higher and Higher,1943 musical comedy with Frank Sinatra. A valet to a bankrupt millionaire plans to rebuild his boss's fortune by passing a scullery maid off as a high-society debutante. Based on a 1940 Broadway musical.,0.041727,1943-12-31,0.0,90.0,Released,THE SINATRA SHOW,Higher and Higher,6.0,1.0
23,0,,27221,tt0088412,de,Wo die grünen Ameisen träumen,"Extraordinary images from Werner Herzog. Shot in the Australian Outback the Aborigines (in this film anyway) believe that this is the place where the green ants go to dream, and that if their dreams are disturbed, it will bring down disaster on us all. The Aborigines' belief is not shared by a giant mining company, which wants to tear open the soil and search for uranium.",0.651787,1984-08-31,0.0,100.0,Released,,Where the Green Ants Dream,7.1,10.0
24,0,,109235,tt0038668,en,The Kid from Brooklyn,"Shy milkman Burleigh Sullivan accidentally knocks out drunken Speed McFarlane, a champion boxer who was flirting with Burleigh's sister. The newspapers get hold of the story and photographers even catch Burleigh knock out Speed again. Speed's crooked manager decides to turn Burleigh into a fighter. Burleigh doesn't realize that all of his opponents have been asked to take a dive. Thinking he really is a great fighter, Burleigh develops a swelled head which puts a crimp in his relationship with pretty nightclub singer Polly Pringle. He may finally get his comeuppance when he challenges Speed for the title.",0.430717,1946-03-21,0.0,113.0,Released,,The Kid from Brooklyn,6.5,4.0
25,250000,,28687,tt0443678,en,Unholy,"Martha, a widow living in rural Pennsylvania, comes home to find her daughter about to blow her own head off with a shotgun in the basement of their house. Martha doesn't succeed in stopping her child's horrific demise, but the girl's death gradually leads the grieving mother to investigate a conspiracy that involves a legendary local witch, Nazi dabbling with the occult, and secret government experiments, with the story even referencing the fabled Philadelphia Experiment",0.195333,2007-09-04,0.0,90.0,Released,,Unholy,2.8,4.0
26,0,,84986,tt0086263,en,Screamtime,"Compilation of three short horror films: ""That's The Way To Do It"", ""Dreamhouse"" and ""Do You Believe In Fairies?"" plus some new linking material.",0.038308,1983-01-01,0.0,91.0,Released,"An unholy trinity of terror, three times the horror, three times the murders.",Screamtime,4.8,3.0
27,50000000,https://www.netflix.com/title/80091936,387426,tt3967856,en,Okja,"A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",15.738471,2017-05-19,0.0,121.0,Released,,Okja,7.7,795.0
28,0,,270616,tt0212885,en,"Come On, Get Happy: The Partridge Family Story","The behind the scenes story of ""The Partridge Family"" TV show, told from the point of view of young Danny Bonaduce. Problems include Danny's jealous father, David Cassidy's overnight fame, and even conflicts with the Brady Bunch!",0.004754,1999-01-01,0.0,100.0,Released,,"Come On, Get Happy: The Partridge Family Story",0.0,0.0
29,0,,324011,tt0111792,en,The Yearling,"In 1870s Florida, a rural family struggles to survive. A lonely twelve-year-old son, Jody (Wil Horneff), the lone surviving child, against his mother's better judgment eventually persuades his parents to allow him a pet fawn, which Jody grows to love deeply. Tragic conflict arises when the fawn begins eating the family's food crops.",0.437619,1994-04-24,0.0,90.0,Released,,The Yearling,5.3,3.0
30,0,,261112,tt1308678,en,Varde,Cairn is a dark film on adolescence in which the main character Johan (11) faces a moral dilemma after having started playing a seemingly innocent prank. The story unfolds on a l level in the turbulent transition between childhood and adulthood.,0.110657,2008-06-12,0.0,15.0,Released,,Cairn,8.0,3.0
31,0,,89547,tt0045578,en,Bright Road,"Based on the story, ""See How They Run,"" which ran in the June, 1951 issue of ""The Ladies' Home Journal"" and subsequently won that year's Christopher Award. The story was written by Mary Elizabeth Vroman, a fourth-generation school teacher from the British West Indies. ""Bright Road"" has only one white actor in the cast, Robert Horton. Jane Richards is a young 4th-grade teacher in the South who has a problem in her classroom with 11-year-old C.T. Young, a backward boy whose pride has made him a stubborn rebel and an exalted liar.",0.11619,1953-04-17,0.0,68.0,Released,,Bright Road,6.3,3.0
32,0,,30091,tt0283994,en,The Hire: Chosen,"The Driver is carrying an Asian child who has been chosen for a strange ritual. He must drive him through a dark night in the city to get to a monk's house, while eluding several American cars out to get the child.",1.686588,2001-01-01,0.0,6.0,Released,,The Hire: Chosen,6.8,16.0
33,0,,26340,tt0101702,en,Delta Force 3: The Killing Game,A terrorist places an atom bomb somewhere in an American metropolis. The president of the U.S. has no other choice; he has to call Delta Force.,1.513073,1991-01-01,0.0,97.0,Released,A new generation of action-adventure excitement!,Delta Force 3: The Killing Game,2.5,9.0
34,0,,251489,tt0099463,en,Dream Trap,"This boisterous comedy, set against the backdrop of college life, proves that every fantasy has a catch.",0.000148,1990-01-01,0.0,90.0,Released,Where every fantasy has a catch.,Dream Trap,0.0,0.0
35,0,http://www.kaitanshi.com/,83944,tt1703068,ja,海炭市叙景,"The seaside city of Kaitan is not a happy place – the shipyard is downsizing due to poor economic conditions, and the city's residents are about to face another harsh northern winter. Sketches of Kaitan City offers five of the many stories concurrently happening in this city - A shipyard worker (Takehara Pistol) who has lost his job and can't afford to take care of his younger sister (Tanimura Mitsuki), an old woman (Nakazato Aki) who refuses to give up her home for redevelopment facing forced eviction, a planetarium owner (Kobayashi Kaoru) whose relationship with his family is quickly deteriorating, a young owner of a gas cylinder company (Kase Ryo) with plenty to be frustrated about, and a streetcar driver (Nishibori Shigeki) whose only son (Miura Masaki) refuses to visit him on a trip home from Tokyo. These characters may not seem like they have much to celebrate about on this New Year's Eve, but they each discover their own way to continue their lives.",0.079007,2010-12-18,0.0,152.0,Released,,Sketches of Kaitan City,5.5,2.0
36,0,,52713,tt0107175,fr,Hélas pour moi,Romance about Simon Donnadieu and his decision to leave his ever-loving wife Rachel.,1.017083,1993-09-08,0.0,95.0,Released,,"Oh, Woe Is Me",7.8,5.0
37,0,,120605,tt2280378,en,The Punisher: Dirty Laundry,"Frank Castle is staying in a bad neighborhood, where he encounters a gang that terrorizes its residents.",11.309444,2012-07-16,0.0,10.0,Released,What's the difference between justice and punishment?,The Punisher: Dirty Laundry,7.3,144.0
38,0,http://joent.net/en/spirits-homecoming/,384641,tt5503266,ko,귀향,"Two Korean girls, Jung-Min (14) and Young-hee (15) are kidnapped by the Japanese Imperial Army and taken to a 'Comfort Station' in China. There, they join other kidnapped girls in serving Japanese soldiers as sexual slaves known as 'Comfort Women'. Decades later, an elderly lady attempts to reunite with the spirit of her lost friend. Inspired by the testimony of Kang Il-chul.",1.264456,2016-02-24,0.0,127.0,Released,"Trampled souls, seeking their way home, finally returning",Spirits' Homecoming,8.5,5.0
39,0,,36681,tt1533086,ko,시크릿,"Sung-ryeol (Cha Seung-Won) is a detective in charge of violent crimes. He is having an affair with his colleague’s wife, and it is the reason he loses his own son in a car accident. Wracked with guilt but unable to explain to his wife, Ji-yeon (Song Yun-Ah), what happened on that day and why so she decides to go abroad. Ji-yeon comes home unexpectedly and insecurely one day, peaking Sung-ryeol’s curiosity. The next day, Sung-ryeol finds trace evidence that hints at his wife while investigating a murder scene. He presumes that his wife is connected to the case, and does all he can to keep her from being identified as a suspect. When an unidentified man shows up claiming to know Ji-yeon is involved and asking for money, the situation is made worse by Ji-yeon refusing to tell him any kind of truth.",1.16621,2009-10-01,0.0,105.0,Released,,Secret,5.7,9.0
40,0,,70282,tt0199129,en,The Visit,"A young man dying in prison brings his family together for a fateful visit, and proceeds to put his life back together.",0.001712,2000-01-01,0.0,107.0,Rumored,,The Visit,0.0,0.0
41,0,,26961,tt0390393,en,Puppet Master: The Legacy,"Peter Hertz tells a woman the past stories about the puppets, but she secretly wants to kill them.",1.169339,2003-12-16,0.0,72.0,Released,Now the legacy can be told.,Puppet Master: The Legacy,2.1,10.0
42,5000000,,167032,tt2230358,en,Curse of Chucky,"After the passing of her mother, a young woman in a wheelchair since birth, is forced to deal with her sister, brother-in-law, niece and their nanny as they say their goodbyes to mother. When people start turning up dead, Nica discovers the culprit might be a strange doll she received a few days earlier.",15.771245,2013-10-04,0.0,97.0,Released,Fear has a new home,Curse of Chucky,5.6,417.0
43,0,,39507,tt0092843,en,The Dead,"An all-Irish cast (including Donal McCann, Rachael Dowling and Colm Meaney) lends authenticity and gravitas to director John Huston's final film, an elegiac take on a short story by James Joyce (from The Dubliners). After a convivial holiday dinner party (circa 1904), things begin to unravel when a husband and wife address some prickly issues concerning their marriage. The movie stars Huston's daughter, Anjelica, and was scripted by his son, Tony.",1.543035,1987-09-03,0.0,83.0,Released,"A vast, merry, and uncommon tale of love.",The Dead,6.5,34.0
44,0,,4993,tt0062626,en,5 Card Stud,"The players in an ongoing poker game are being mysteriously killed off, one by one.",1.372254,1968-07-28,0.0,103.0,Released,A card cheat was hung... then all hell broke loose!,5 Card Stud,6.0,20.0
45,0,,144393,tt0229220,en,Annie Oakley,"Annie Oakley was probably the most famous marksman/woman in the world when this short clip was produced in Edison's Black Maria studio in West Orange, New Jersey. Barely five feet tall, Annie was always associated with the wild west, although she was born in 1860 as Phoebe Ann Oakley Mozee (or Moses)in Darke County, Ohio. Nevertheless, she was a staple in the Buffalo Bill Wild West Show and similar wild west companies. Because of her diminutive stature, she was billed as ""Little Sure Shot."" The man assisting her is this appearance is probably her husband, Frank E. Butler. Annie had outshot Butler (a famous dead-eye marksman himself) in a shooting contest in the 1880's. Instead of nursing his bruised ego because he had been throughly outgunned by a woman, Butler fell in love, married Little Sure Shot, and became her manager.",0.404741,1894-11-01,0.0,1.0,Released,,Annie Oakley,6.3,10.0
46,0,,131739,tt1932695,ja,Rengô kantai shirei chôkan: Yamamoto Isoroku,"Admiral Isoroku Yamamoto (1884-1943) was the Japanese Naval commander who was given the order to attack Pearl Harbour, an order he was duty bound to obey which went against his own personal beliefs. While this infamous attack is a low point in Japanese and US history it wouldn’t have happened if the Japanese government had listened to Yamamoto in 1939 and searched for a more peaceful way to end their war campaign, proving his many ominous presages of the outcomes of the attack to come true.",1.301226,2011-12-23,0.0,135.0,Released,,"Isoroku Yamamoto, the Commander-in-Chief of the Combined Fleet",5.7,7.0
47,0,,81672,tt0071154,it,Appassionata,"Two teenage friends conspire to find out how much their youthful sensuality can disrupt one of their households, headed by a dentist and his mentally-ill wife.",5.453126,1974-06-06,0.0,96.0,Released,,Passionate,6.6,6.0
48,0,,45220,tt0036431,en,This Land Is Mine,"In a Nazi-occupied French town, meek and mild-mannered teacher Albert Lory lives with his mother. Few people, including his students, have any respect for him and he literally shakes in his boots during an air raid. He is quite friendly with his fellow teacher, Louise Martin and her brother Paul who also happen to be neighbors. If truth be told, Albert is quite in love with Louise but she is in a relationship with George Lambert and he feels she is quite beyond his reach. Paul is a member of the resistance and is killed when Lambert informs the Nazis. Outraged at what he's done, Albert arrives at Lambert's office just as the informer commits suicide. Albert is charged with murder but the local Nazi commander, Major Erich von Keller, offers him a deal...",1.718128,1943-05-07,0.0,103.0,Released,A soft-spoken school teacher tries to prove he's not a Nazi collaborator.,This Land Is Mine,6.6,11.0
49,0,,19664,tt0081470,en,The Sea Wolves,"This true story follows the exploits of a top secret British military mission to destroy Nazi radio ships in a neutral harbor during WWII. The daring plan is led by British Intelligence officers Col. Lewis Pugh (Gregory Peck) and Capt. Gavin Stewart (Roger Moore). Since the ships are in neutral territory the British Military command, while encouraging the scheme, must deny any knowledge of it if it fails. Pugh and Stewart enlist the aid of retired officer Col. Bill Grice (David Niven) and some of his former soldiers. On the pretext of being on a fishing expedition, these seemingly drunken old men in civilian clothing must board and destroy 3 Nazi ships, whose radio transmissions have resulted in Nazi submarines sinking allied ships. While Stewart arranges a diversion on shore, Pugh and Grice carry out the dangerous raid on and destruction of the Nazi ships.",3.244148,1980-07-03,0.0,120.0,Released,The Last Charge of the Calcutta Light Horse,The Sea Wolves,5.7,19.0
50,0,http://www.pass-thru-film.com/,373841,tt5445074,en,Pass-Thru,"Artificial Intelligence from far into the future arrives to immediately CLEANSE the human species of millions of humans who are harmful to other humans. A VISIONARY, REVOLUTIONARY FILM which pushes the human species to the limits of controversial, thought-provoking actions.",0.226731,2016-10-20,0.0,90.0,Released,,Pass-Thru,0.0,0.0
51,0,,47219,tt0077573,en,The Foreigner,A French special op suffers an existential crisis as he wanders New York City in search of a mission and the requisite connections.,0.015022,1978-01-01,0.0,90.0,Released,,The Foreigner,6.0,2.0
52,0,,45109,tt1288641,pt,Entre Lençóis,"Two strangers meet in a nightclub and end up spending the night together in a hotel. Roberto has just came out of a failed relationship and Paula wants to enjoy her last moments of freedom before getting married the next day. After making a pact of sincerity, they spend a night filled with interesting conversations and passion.",0.44424,2008-12-05,0.0,88.0,Released,,Between Sheets,5.6,10.0
53,0,,166660,tt2303110,en,Jurassic Attack,"While returning from a military expedition a helicopter crash lands a commando unit in a dense, remote tropical jungle – a lost world populated by dinosaurs. Now they must find a way out of this isolated valley before becoming prey for prehistoric predators.",1.290102,2012-02-22,0.0,83.0,Released,,Jurassic Attack,3.1,14.0
54,0,,21754,tt0427228,en,Fahrenhype 9/11,"A documentary which refutes and debunks 'facts' made by Michael Moore in his hit film ""Fahrenheit 9/11"".",0.204169,2004-10-05,0.0,80.0,Released,,Fahrenhype 9/11,3.0,2.0
55,0,,15209,tt0119054,en,Eight Days a Week,"Peter loves his next door neighbour Erica and, on the advice of his grandfather, decides to camp out on her front lawn for the entire summer, or until she agrees to go out with him. His father is none too happy about the idea and refuses to let his son back in the house, even to get a change of clothes.",4.515523,1997-01-17,9090.0,92.0,Released,He Came. He Sat. He Conquered.,Eight Days a Week,6.0,11.0
56,0,,125695,tt0250266,en,BookWars,"An insider's look at the gritty streets of New York City, seen through the eyes of street booksellers.",0.001293,2000-03-11,0.0,79.0,Released,The Word is on the Street,BookWars,0.0,0.0
57,215000000,http://www.theamazingspiderman.com,1930,tt0948470,en,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",31.102267,2012-06-27,752215857.0,136.0,Released,The untold story begins.,The Amazing Spider-Man,6.5,6734.0
58,0,,34838,tt0120275,en,The Tango Lesson,"On a trip to Paris Sally meets Pablo, a tango dancer. He starts teaching her to dance then she returns to London to work on some ""projects"". She visits Buenos Aires and learns more from Pablo's friends. Sally and Pablo meet again but this time their relationship changes, she realises they want different things from each other. On a trip to Buenos Aires they cement their friendship.",0.192391,1997-11-28,0.0,100.0,Released,,The Tango Lesson,6.4,5.0
59,0,,15997,tt0110300,en,The Land Before Time II: The Great Valley Adventure,"In search of some adventure in their safe and peaceful valley, the five dinosaur friends make a hideaway. From there, they spot two thieves in action, stealing an egg from one of their broods. They chase them down and manage to recover the egg without its parents noticing, but in the process, accidentally create an opening into the valley, allowing two dreaded Sharptooths in. Everyone must fight them off together to preserve their peaceful way of life. Written by Cynan Rees",8.98856,1994-12-12,0.0,73.0,Released,,The Land Before Time II: The Great Valley Adventure,6.1,126.0
60,0,,30780,tt0199389,en,Cabin By The Lake,"A screenwriter does research for his new script by actually kidnapping and drowning young girls. He then places them in his ""garden"" of other dead girls coming back daily to check on them. One girl narrowly escapes and the other bodies are found leading to an ingenious plot to try and capture the killer.",5.390929,2000-02-01,0.0,91.0,Released,,Cabin By The Lake,5.5,13.0
61,0,,47329,tt0100691,en,Stella,"Barmaid Stella Claire and blueblood Stephen Dallas have very little in common -- except they've fallen in love. When their relationship fails, Stella decides to raise the child they had, Jenny, alone. But Jenny and Stella are far from the perfect mother-daughter pair.",6.175627,1990-02-02,20240128.0,109.0,Released,,Stella,6.2,11.0
62,0,,54148,tt0377834,es,Días de fútbol,"A comedic romp that celebrates the power of friendship to turn your life around, Dias de Futbol introduces us to Antonio, an ex-convict and amateur shrink who convinces his pals that the best way to overcome their midlife crises and lack of success with women is to reassemble their old soccer team and win something in life, even if only a local championship. Directed by David Serrano. Starring Alberto San Juan, Natalia Verbeke (Dot the I, Son of the Bride), Pere Ponce, and Fernando Tejero.",1.211616,2003-09-19,12212123.0,113.0,Released,,Soccer Days,6.2,15.0
63,0,,30879,tt0090788,en,Camping del terrore,"A bodybuilder, a junk-food addict and a wild blonde nymph and their friends are stalked by a terrifying figure. An horrific tale of murder as a fun-loving group of college students explore the Colorado wilderness.",0.452924,1987-05-14,0.0,87.0,Released,,Body Count,5.0,3.0
64,0,,5686,tt0086011,en,A Night in Heaven,"Faye Hanlon is a community-college professor with an emotionally depressed husband and an abundance of sexual frustration. Her sister drags her to a male strip-club for a girls-night out, where she discovers that one of the dancers is her failing student Rick Monroe, a.k.a. ""Ricky the Rocket"". A heated affair between teacher &amp; student ensues, as Faye struggles to reconcile her emotions and make consequential life choices: Continue her lustful sessions with the studly-but-shallow teen stripper? Or break it off with Ricky &amp; work to salvage her marriage to the loving-but-distant husband?",0.845334,1983-04-21,0.0,86.0,Released,"In class, he's just another face in the crowd. In ""Heaven"", the hottest dance club in town, he's the main attraction.",A Night in Heaven,5.5,4.0
65,0,,28285,tt0051077,en,The Three Faces of Eve,"Classic dramatization of America's best-known case of a woman suffering from multiple personality disorder, and her road to recovery.",2.030279,1957-12-23,0.0,91.0,Released,The Strangest True Experiance A Young Girl Ever Had,The Three Faces of Eve,7.3,24.0
66,0,,45000,tt0035521,fr,Les visiteurs du soir,"At the end of the 15th century, two minstrels Gilles and Dominique come from nowhere into the castle of Baron Hugues. Gilles charms Anne, Hughes' daughter, while Dominique charms both Hugues and Ann's fiance. Gilles and Dominique are not really in love : they are sent by the Devil to desperate people. But Ann is so pure that Gilles is caught to his own trap... How will they fight against the Devil ?",0.82687,1942-12-05,0.0,120.0,Released,,Les Visiteurs du Soir,7.6,12.0
67,0,http://www.imdb.com/title/tt0100134/,91217,tt0100134,en,Men Don't Leave,"After her husband John dies unexpectedly, Beth Macauley is unprepared for life without him. She is unemployed with no job skills and $60,000 in debt from on-going renovations to their house located in suburban Bingham. She doesn't know what to do but sell what material possessions she has, such as the family pick-up truck and the house, and move into an apartment in the city, namely Baltimore. Beth just wants to survive by finding a job she doesn't dislike, and keep her family together while trying to maintain her sanity and sense of self-worth",0.728037,1990-02-02,0.0,115.0,Released,,Men Don't Leave,6.6,10.0
