,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
10,18000000,,48706,tt0107277,en,Josh and S.A.M.,"Josh and Sam are two brothers facing change, their mother is about to marry a French accountant and the kids are sent to go live with their father in Florida. Meanwhile Josh tells Sam that he is a ""S.A.M."" that is going to be sent to Africa to fight in a war and that Canada is a safe haven for any S.A.M. unwilling to fight. The cross-country journey begins when the 2 boys think they killed a drunk and steal his car en route to Canada where they encounter The Liberty Maid. Will Josh &amp; S.A.M. make it to Canada or will they wish they should have never left home.",0.768367,1993-11-24,1528163.0,96.0,Released,Why run away from home when you can drive?,Josh and S.A.M.,5.0,4.0
11,0,,49131,tt0499665,en,Spiderman: The Ultimate Villain Showdown,"Spider-Man meets some of his greatest foes including Green Goblin, Kingpin, and Dr. Octopus, and rediscovers his own identity in the process.",0.362957,2002-08-11,0.0,79.0,Released,"Four episodes of the popular 90's animated series on DVD, complete with extra",Spiderman: The Ultimate Villain Showdown,5.2,3.0
12,0,,47096,tt0075335,it,Todo modo,"Set during a retreat of Christian Democrat politicians who practice spiritual exercises together, it is an allegory of corrupted power. Disturbing, claustrophobic settings are the background to a series of mysterious crimes.",0.478076,1976-04-30,0.0,120.0,Released,,One Way or Another,7.0,10.0
13,36000000,http://www.newline.com/properties/manaparta.html,8409,tt0266465,en,A Man Apart,"When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.",17.714247,2003-04-04,44350926.0,109.0,Released,Love changes a man. Revenge tears him apart.,A Man Apart,5.8,261.0
14,30000000,http://jessejamesmovie.warnerbros.com/,4512,tt0443680,en,The Assassination of Jesse James by the Coward Robert Ford,"Outlaw Jesse James is rumored be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",10.111313,2007-09-02,14711793.0,160.0,Released,Beyond the myth lies America's greatest betrayal,The Assassination of Jesse James by the Coward Robert Ford,7.0,792.0
15,28000000,,137093,tt1204975,en,Last Vegas,Three sixty-something friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,9.157369,2013-10-31,134402450.0,105.0,Released,It's going to be legendary,Last Vegas,6.4,813.0
16,257000,,98851,tt0078062,en,Parts: The Clonus Horror,"Politicians scheme to clone themselves, assuring immortal life.",0.008673,1979-08-01,0.0,90.0,Released,The only thing they don't use... is the scream.,Parts: The Clonus Horror,4.1,10.0
17,0,,434336,tt4456270,en,The Sunshine Makers,"The story of Nicholas Sand and Tim Scully, the unlikely duo at the heart of 1960s American drug counter-culture.",0.787708,2015-11-01,0.0,101.0,Released,,The Sunshine Makers,7.4,5.0
18,0,,43388,tt0042646,en,King Solomon's Mines,Adventurer Allan Quartermain leads an expedition into uncharted African territory in an attempt to locate an explorer who went missing during his search for the fabled diamond mines of King Solomon.,1.684532,1950-11-09,0.0,103.0,Released,Lovers trapped in animal stampede !,King Solomon's Mines,6.3,23.0
19,0,,41847,tt0376215,en,Strip Search,Strip Search follows several parallel stories examining personal freedoms vs. national security in the aftermath of 9/11; two main subplots involve an American woman detained in China and an Arab man detained in New York City.,1.900797,2004-04-27,0.0,120.0,Released,,Strip Search,6.0,11.0
20,0,,271462,tt0215139,en,Russian Doll,"Harvey, a self-doubting private investigator, plans to marry his girlfriend until he is hired to solve an adultery case and discovers the adulterer is cheating with his fiancée. Lost and dejected, Harvey quits his job and wallows in booze and the occasional odd blind date. Meanwhile, Katia, a Jewish woman from St. Petersburg, arrives in Sydney after answering an ad from an international matchmaking agency. But instead of love, she finds her prospective groom dead on arrival.",0.390652,2001-06-14,0.0,90.0,Released,,Russian Doll,0.0,0.0
21,0,,82941,tt1680679,de,Atmen,A 19-year-old is coming out of prison and trying to build a new life but he can't deal with his guilt.,1.271808,2011-09-30,0.0,94.0,Released,,Breathing,7.2,19.0
22,0,,112655,tt0029044,en,Idol of the Crowds,"Retired hockey player Johnny Hansen, in order to make money to enlarge his chicken farm, returns to the game and leads his team into the championship series. Just before the series starts, he is offered a bribe to throw the games but refuses. An attempt is made on his life which results in Bobby, the team's mascot, being injured. Written by Les Adams",0.315637,1937-09-30,0.0,60.0,Released,,Idol of the Crowds,4.8,2.0
23,0,,16889,tt0093857,en,Revenge of the Nerds II: Nerds in Paradise,"The members of the Lambda Lambda Lambda fraternity travel to Fort Lauderdale for a fraternity conference. They'll have to beat off the attacks of their rival frat, the Alphas, if they want to maintain their self-respect -- and, of course, if they want to get anywhere with the pretty girls!",10.54375,1987-07-10,22642033.0,98.0,Released,They're Back!,Revenge of the Nerds II: Nerds in Paradise,5.5,71.0
24,0,,66775,tt0069528,en,Young Winston,"This historical drama is an account of the early life of British politician Winston Churchill, including his childhood years, his time as a war correspondent in Africa, and culminating with his first election to Parliament.",1.288199,1972-07-20,0.0,157.0,Released,Rebel Soldier Hustler Prisoner Fugitive Firebrand,Young Winston,7.0,15.0
25,0,,84289,tt0094752,en,Black Roses,Teens in a small conservative town are turned into evil demons thanks to the music of the titular heavy metal band.,0.506961,1988-11-01,0.0,90.0,Released,"Turn up the volume, Turn down the lights, But don't watch it alone!",Black Roses,5.5,6.0
26,4500000,,51322,tt1314170,cn,Tung ngaan,"Bangkok, November 2008. Six young holidaymakers from Hong Kong are stranded in Bangkok when the airport is occupied by demonstrators demanding the prime minister's resignation: Rainie (Rainie Yang) and Lok (Shawn Yue), who are on the verge of breaking up, Ling (Elanne Kwong) and her brother Rex (Rex Ho), and Ciwi (Ciwi Lam) and her boyfriend Hei (Izz Xu). Their driver takes them to the old Chung Tai Hotel, run by Chuen (Lam Ka-tung), where strange things start happening as soon as they arrive: Rainie sees a female ghost and Ling a disembodied hand. At dinner that night, the three men mysteriously disappear. Under Rainie's leadership, the three girls - helped by the young Man-man and her ghost-seeing dog Little Huang - set out to try and find them in the hotel's underground passages, in between being haunted by the female ghost and a strange monster.",0.574123,2010-10-13,0.0,97.0,Released,A series of supernatural events unfold for a group of travelers stranded at an airport in Bangkok.,The Child's Eye,4.3,11.0
27,2500000,,34461,tt0068190,en,Alice's Adventures in Wonderland,"An all-star cast highlights this vibrant musical adaptation of Lewis Carroll's immortal tale. One day, plucky young Alice follows a white rabbit down a hole and discovers a world of bizarre characters.",4.042391,1972-01-01,0.0,101.0,Released,"Made in Wonderland, the most magical musical of all!",Alice's Adventures in Wonderland,5.6,16.0
28,0,,22758,tt0058983,en,Il Boia Scarlatto,"A photographer and his models go to an old, abandoned castle for a photo shoot. Unbeknownst to them, the castle is inhabited by a lunatic who believes himself to be the reincarnated spirit of a 17th-century executioner whose job it is to protect the castle against intruders.",0.909563,1965-11-28,0.0,87.0,Released,He was a homicidal maniac who LIVED TO KILL!,Bloody Pit of Horror,5.4,9.0
29,0,,18910,tt0081237,en,The Ninth Configuration,"Col. Vincent Kane is a military psychiatrist who takes charge of an army mental hospital situated in a secluded castle. Among Kane's many eccentric patients is Capt. Billy Cutshaw, a troubled astronaut in the midst of an existential crisis. Although Kane's own grasp on sanity is questionable, he manages to engage Cutshaw in a series of thoughtful conversations about science and faith that deeply affect the lives of both men.",3.491636,1980-02-29,0.0,118.0,Released,How do you fight a war called madness?,The Ninth Configuration,7.1,32.0
30,0,,10703,tt0429078,zh,七劍,Seven warriors come together to protect a village from a diabolical General.,4.360738,2005-07-25,0.0,153.0,Released,,Seven Swords,6.0,46.0
31,0,http://www.bbc.co.uk/drama/senseandsensibility/,315010,tt0847150,en,Sense and Sensibility,"This is the acclaimed 2008 BBC adaptation of the famous Jane Austen novel. While it originally aired as a 3-part miniseries, this home video release includes a single uninterrupted version of the entire film.",1.724436,2008-01-01,0.0,174.0,Released,,Sense and Sensibility,7.9,19.0
32,6800000,,14576,tt0323939,en,Shade,"Tiffany, Charlie and Vernon are con artists looking to up the ante from their typical scams. They figure a good way of doing this is taking down Dean ""The Dean"" Stevens, a well-known cardsharp, in a rigged game. However, they first need enough money to enter a game with Stevens, so they decide to strike a deal with fellow crook Larry Jennings to scam a local gangster -- which turns out to be a bad idea.",5.864457,2003-05-18,0.0,101.0,Released,"Lie, cheat, steal... your deal!",Shade,6.1,74.0
33,82500000,,9339,tt0389860,en,Click,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,9.796552,2006-06-22,237681299.0,107.0,Released,What If You Had A Remote... That Controlled Your Universe?,Click,6.0,2167.0
34,0,,67967,tt0035916,en,The Gang's All Here,"Playboy Andy Mason, on leave from the army, romances showgirl Edie Allen overnight to such effect that she's starry-eyed when he leaves next morning for active duty in the Pacific. Only trouble is, he gave her the assumed name of Casey. Andy's eventual return with a medal is celebrated by his rich father with a benefit show featuring Eadie's show troupe, at which she's sure to learn his true identity...and meet Vivian, his 'family-arrangement' fiancée. Mostly song and dance.",0.241028,1943-12-24,0.0,103.0,Released,What a gang of song hits!,The Gang's All Here,6.6,5.0
35,0,,180162,tt0103877,en,Breaking the Rules,Two friends take their dying buddy on one last road trip.,0.51617,1992-10-09,0.0,100.0,Released,,Breaking the Rules,5.4,4.0
36,0,http://www.nonoadockumentary.com/,250665,tt3399112,en,No No: A Dockumentary,"Dock Ellis pitched a no-hitter on LSD, then worked for decades counseling drug abusers. Dock's soulful style defined 1970s baseball as he kept hitters honest and embarrassed the establishment. An ensemble cast of teammates, friends, and family investigate his life on the field, in the media, and out of the spotlight.",1.16206,2014-01-20,0.0,100.0,Released,,No No: A Dockumentary,7.0,16.0
37,0,,158959,tt0977611,de,Feiern,"The film features people from Berlin's electronic dance music scenes (primarily house music and techno, but especially their “minimal” sub-scenes). The majority of the film consists of footage of individual interviews, cut and interpolated together to create narratives around certain themes, such as music, drugs, love, addiction, friendship, and sexuality. Among the interviewees were DJs, bouncers, bartenders, and partygoers.",0.163387,2006-06-06,0.0,81.0,Released,,Feiern,8.0,1.0
38,0,,17362,tt0097790,en,Loverboy,"Randy Bodek works as a pizza delivery boy at Senor Pizza to make a few extra bucks. Some customers are special, though: When the order is for a pizza with extra anchovies, it means the female customers are looking for some loving. ""Loverboy's"" reputation soon makes him very popular, but when Mom Bodek suddenly feels like some extra anchovies, things are looking grim for young Randy",5.072902,1989-04-28,3960327.0,98.0,Released,Randy Bodek has no idea how to treat a woman . . . but he's working on it.,Loverboy,5.5,31.0
39,0,http://www.studionobilescarafoni.it/index.php?option=com_cinema&Itemid=26&task=detail&id=108,236368,tt3425772,en,Song 'e napule,Young musician becomes an undercover agent and is asked to join a neomelodic band in order to allow police to get their hands on an elusive camorra boss.,1.673506,2013-11-11,0.0,114.0,Released,,Song 'e napule,6.4,23.0
40,0,,6309,tt0790665,en,Flood,"Timely yet terrifying, The Flood predicts the unthinkable. When a raging storm coincides with high seas it unleashes a colossal tidal surge, which travels mercilessly down England's East Coast and into the Thames Estuary. Overwhelming the Barrier, torrents of water pour into the city. The lives of millions of Londoners are at stake.",6.500496,2007-08-24,0.0,110.0,Released,,Flood,4.5,36.0
41,0,,284362,tt3611354,es,El vals de los inútiles,,0.120001,2014-05-08,0.0,0.0,Released,,El vals de los inútiles,5.7,3.0
42,0,,48763,tt1594918,tr,Eyyvah Eyvah,,1.806372,2010-02-26,0.0,0.0,,,Eyyvah Eyvah,6.6,14.0
43,0,,1702,tt0109575,en,Death Machine,"Chaank Armaments is experimenting with the ultimate fighting machine which is part human - part machine. So far, the Hardman project has been unreliable and has killed a number of innocent people. The genius behind this project is Jack who lives in a world of models, toys and magazines. When he is fired by Cale for killing a few corporate officers, he unleashes the ultimate killing machine called the 'Warbeast' against Cale and those who would help her.",9.217153,1994-12-23,1422749.0,117.0,Released,It feeds on your fear,Death Machine,5.8,26.0
44,0,http://www.amazinggracemovie.com/,15163,tt0454776,en,Amazing Grace,"The true story of William Wilberforce's courageous quest to end the British slave trade. Although meeting intense opposition, his minister, John Newton, urges him to see the cause through.",20.346477,2006-09-16,0.0,117.0,Released,Behind the song you love is a story you will never forget.,Amazing Grace,7.0,95.0
45,0,http://30for30.espn.com/film/silly-little-game.html,54732,tt1493940,en,Silly Little Game,"Fantasy Sports is estimated to be a $4 billion industry that boasts over 30 million participants and a league for almost every sport imaginable. But for all this success, the story of the game’s inception is little known. The modern fantasy leagues can be traced back to a group of writers and academics who met at La Rotisserie Francaise in New York City to form a baseball league of their own: The Rotisserie League. The game quickly grew in popularity, and with the growing use and attractiveness of the Internet, the “founding fathers” never foresaw how their creation would take off and ultimately leave them behind. Innovative filmmakers Adam Kurland and Lucas Jansen will chronicle the early development and ultimate explosion of Rotisserie Baseball, and shine a light on its mostly unnoticed innovators.",0.076471,2010-04-20,0.0,53.0,Released,Their fantasy became our obsession,Silly Little Game,4.3,2.0
46,0,,43231,tt0050782,it,Le Notti Bianche,A lonely clerk attempts to win the love of a woman who still awaits the return of her long-absent suitor.,2.69067,1957-07-06,0.0,101.0,Released,,Le Notti Bianche,6.6,23.0
47,0,,54570,tt0026400,en,The Gay Deception,"Mirabel wins a $5,000 lottery which will enable her to live like a queen in New York. There she meets Sandro, a bellboy who is really a prince, so she does get to be a queen after all.",0.005244,1935-09-13,0.0,77.0,Released,,The Gay Deception,0.0,0.0
48,2219684,,79842,tt1891905,th,SeaFood,"Pup, a bamboo shark, discovers egg sacs while playing around the ocean with his friends. When he sees human poachers stealing the eggs from his reef, Pup makes it his mission to save his family. As he leaves the sea and enters the beautiful, yet dangerous, world of humans he'll prove he isn't too small to save his family. Written by Elizabeth Obermeier, Marketing Manager",1.845126,2011-10-07,0.0,93.0,Released,,SeaFood,4.9,19.0
49,0,,163428,tt0171177,ru,Человек уходит за птицами,"Man Follows Birds is a coming-of-age story of a young Uzbek poet surrounded by violence.  Farouk is fascinated by trees and Khamraev films him with a lot of melancholy and tenderness. Cast apart because he’s poor and his father’s drunk, Farouk is not happy in his village. When his father dies, he decides to go in the mountains with his best friends.  Looking for nature at its purest, the two teenage boys have to deal with the cruelty of violent barbarians. Their trip will also make them meet a lost orphan girl and a wise beggar.",0.035351,1976-12-01,0.0,87.0,Released,,Man Follows Birds,5.0,1.0
50,900000,,19067,tt0075968,en,The Duellists,"In 1800, as Napoleon Bonaparte rises to power in France, a rivalry erupts between Armand and Gabriel, two lieutenants in the French Army, over a perceived insult. For over a decade, they engage in a series of duels amidst larger conflicts, including the failed French invasion of Russia in 1812, and shifts in the political and social systems of Europe.",5.82556,1977-08-31,0.0,100.0,Released,Fencing is a science. Loving is a passion. Duelling is an obsession.,The Duellists,7.1,92.0
51,0,,128634,tt0105183,en,Prototype,"Los Angeles - 2057 - a lawless, war-torn terrain and home to Chandra, a beautiful but deadly young woman, and Hawkiins, a tough ex-soldier whose career was terminated by crippling wounds. No longer lovers, the pair still share erotic and disturbing psychosexual derams. After a brilliant research scientist experiments on Hawkins, he is dramatically transformed into the Prototype - half-man, half-robotic machine and all-warrior. But, when the experiment gets badly out of control, the deadly Prototype escapes and goes hunting for Chandra, his prime target for elimination. In an explosive climax, the ultimate battle commences to determine whether mankind or machines will survive to rule the Earth.",0.214778,1992-12-23,0.0,98.0,Released,"Part man, part machine, all killer. Mankind doesn't stand a chance.",Prototype,4.8,3.0
52,900000,,15788,tt0053644,en,The Bellboy,"Stanley is a bellboy at the Fountainbleau Hotel in Miami Beach. It is there that he performs his duties quietly and without a word to anyone. All that he displays are facial expressions and a comedic slapstick style. And anything that can go wrong - does go wrong when Stanley is involved. Then one day, Jerry Lewis, big star, arrives at the hotel and some of the staff notice the striking resemblanc",2.738268,1960-07-20,10000000.0,72.0,Released,It's a Series of Silly Sequences and One of Jerry's All-Time Great Comedy Performances!,The Bellboy,6.1,22.0
53,0,,30298,tt0064952,en,The Secret of Santa Vittoria,"During World War II, Italian villagers hide their wine from the German army.",1.63702,1969-01-01,0.0,139.0,Released,"In the beginning there was Bombolini the fool, Bombolini the drunk, Bombolini the joke. In the end there was Bombolini the mayor, Bombolini the hero, Bombolini the beautiful. In between is the secret of Santa Vittoria.",The Secret of Santa Vittoria,6.1,12.0
54,0,,12823,tt0887732,it,Giorni e nuvole,"Set in Genoa, the film concerns the financial struggles and emotional strain that occur after Michele loses his job. He and his wife Elsa are forced to give up their affluent lifestyle and cope with the tensions of moving into a smaller home, finding new work, and making sacrifices.",5.608847,2007-09-12,0.0,115.0,Released,,Days and Clouds,7.3,15.0
55,0,,81477,tt0063255,en,Mad Doctor of Blood Island,"A man who loves to travel, travels to an island where a mad doctor is creating zombies.",0.306937,1969-09-18,0.0,89.0,Released,No Waiting. No Appointment. No Escape!,Mad Doctor of Blood Island,4.1,5.0
56,0,,94069,tt0072196,it,Spasmo,"While walking along the beach, Christian and his girlfriend discover a mysterious woman washed ashore. The following day, Christian meets the woman again at a yacht party and soon finds himself entangled in a web of lust, intrigue and murder.",0.456966,1974-02-16,0.0,94.0,Released,,Spasmo,6.5,12.0
57,0,http://www.24hourpartypeople-themovie.com/,2750,tt0274309,en,24 Hour Party People,"In 1976, Tony Wilson sets up Factory Records and brings Manchester's music to the world.",12.655728,2002-02-13,0.0,117.0,Released,Share the Ecstacy!,24 Hour Party People,6.8,109.0
58,255000000,http://disney.go.com/the-lone-ranger/,57201,tt1210819,en,The Lone Ranger,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",12.729104,2013-07-03,89289910.0,149.0,Released,Never Take Off the Mask,The Lone Ranger,5.9,2361.0
59,0,https://bloodshed.shuttlerock.com/,254126,tt2486278,en,Blood Shed,Loosely based on the true events of a homeless loner who moves into a self-storage facility inhabited by a community of bizarre squatters until they are locked in for the night with a deranged female who hunts them down in search of her lost child.,1.194683,2014-02-05,0.0,100.0,Released,Absence makes the heart grow darkest,Blood Shed,4.5,6.0
60,0,,356482,tt1680102,en,Murder in the Dark,"When a group of young people camping in the ruins of a medieval Turkish town play a party game called 'Murder in the Dark', they soon discover that someone is taking the game too far...Produced in an experimental shooting style, this murder-mystery features a cast of actors who were not allowed to see the script. The actors' choices interactively changed the shape of the story. They had to use clues to solve the mystery laid out before them by the filmmakers.",0.211111,2013-08-09,0.0,82.0,Released,It started as a game...,Murder in the Dark,5.8,5.0
61,0,,81540,tt0270688,en,Teknolust,"Anxious to use artificial life to improve the world, Rosetta Stone, a bio-geneticist creates a Recipe for Cyborgs and uses her own DNA in order to breed three Self Replicating Automatons, part human, part computer named Ruby, Olive and Marine.",0.531351,2002-01-01,0.0,85.0,Released,,Teknolust,4.8,4.0
62,0,,78854,tt1821597,it,Scialla!,,2.125994,2011-11-18,0.0,0.0,Released,,Scialla!,6.3,49.0
63,8000000,,47237,tt0243991,en,Investigating Sex,"When a scholar, is haunted by an overwhelming desire to understand the mystery of sex, he decides to conduct an investigation. With two beautiful assistants joining the case, the stakes are raised.",0.912493,2002-04-18,0.0,108.0,Released,He uncovered their secrets.,Intimate Affairs,4.9,10.0
64,30000000,,10779,tt0116365,en,The Frighteners,"Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent.",12.09096,1996-07-18,29359216.0,110.0,Released,No Rest for the Wicked.,The Frighteners,6.7,413.0
65,0,,57308,tt0089762,fr,P.R.O.F.S,"A clique of four young teachers at a high school looks critically at their colleagues. To avoid falling in the same routine, they bring new ideas into the school lessons and play little games and pranks in their spare time -- sometimes get even more childish than their pupils. When they get opposition from the other teachers, they play tricks to get rid of them.",0.020262,1985-09-18,0.0,0.0,Released,,P.R.O.F.S,6.6,31.0
66,0,,47686,tt0119019,en,Dream with the Fishes,"Terry is a suicidal voyeur who treats a dying addict to a final binge, but Terry will only do this if he promises to kill him.",0.684192,1997-01-01,0.0,97.0,Released,"An oddball odyssey about voyeurism, LSD and nude bowling!",Dream with the Fishes,7.7,10.0
67,6000000,,61717,tt0790781,en,Wendy Wu: Homecoming Warrior,"It is the story of an average, popular American teenager named Wendy Wu who discovers that in order to win the coveted crown she must first learn the way of the warrior. Wendy Wu has a one track mind, and that track leads directly to the title of homecoming queen -- no unscheduled stops, and no unnecessary detours. When a mysterious Chinese monk named Shen arrives to mold Wendy into a fearless kung fu warrior, however, her royal aspirations suddenly jump the track as she desperately attempts to juggle her boyfriend, her homework, and of course, the fierce competition to become homecoming queen. Now, as Wendy begins to train her mind, body, and spirit in the ancient tradition of the martial arts and her inner warrior gradually begins to emerge, the girl who once obsessed over popularity finally begins to put that popularity into perspective as she gradually realizes what truly matters in life.",4.784181,2006-06-16,0.0,90.0,Released,Pretty. Tough.,Wendy Wu: Homecoming Warrior,5.4,78.0
68,0,,13119,tt0814131,ab,Hank and Mike,"Two blue-collar Easter Bunnies get fired and try their hand at an assortment of odd jobs, failing at each. Fighting depression, debt and eventually each other, their lives start to unravel until they realize that without their job they are nothing.",0.680742,2008-01-01,0.0,86.0,Released,,Hank and Mike,6.1,6.0
69,0,,446345,tt4659060,fr,La révolution n'est pas un dîner de gala,Lola is hitch-hiking on a highway rest area when she meets Karim. He agrees to drive her all the way to Paris. Lola wants to become a film actress. Karim wants to change the course of History. The revolution will happen with or without them.,0.041902,2015-12-01,0.0,27.0,Released,,La révolution n'est pas un dîner de gala,0.0,0.0
70,625,http://littlewitchacademia.jp/,347413,tt4831682,ja,リトルウィッチアカデミア 魔法仕掛けのパレード,"In Enchanted Parade, Akko, Lotte and Sucy, having gotten in trouble yet again, are forced to team up with three other troublemakers; Amanda O'Neill, Constance Braunschweig Albrechtsburger and Jasmineka Antonenko, and must make an annual witch parade a success or else face expulsion.",1.464431,2015-07-03,0.0,55.0,Released,,Little Witch Academia: The Enchanted Parade,7.3,27.0
71,0,,25783,tt0342213,en,Comandante,Documentary on the director's meeting with Castro.,1.090011,2003-02-14,0.0,99.0,Released,,Comandante,7.1,15.0
72,30000000,http://www.barneysversionthemovie.com/,46829,tt1423894,en,Barney's Version,"The picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt Barney Panofsky.",7.524794,2010-10-26,8454301.0,134.0,Released,First he got married. Then he got married again. Then he met the love of his life.,Barney's Version,7.2,131.0
73,0,,50075,tt0016654,en,The Black Pirate,"A nobleman vows to avenge the death of his father at the hands of pirates. To this end he infiltrates the pirate band. Acting in character he is instrumental in the capture of a ship, but things are complicated when he finds that there is a young woman on board whom he wishes to protect from the threat of rape.",1.570282,1926-03-08,0.0,94.0,Released,The Love Story of a Bold Buccaneer,The Black Pirate,6.9,14.0
74,60000000,,9320,tt0118661,en,The Avengers,"British Ministry agent John Steed, under direction from ""Mother"", investigates a diabolical plot by arch-villain Sir August de Wynter to rule the world with his weather control machine. Steed investigates the beautiful Doctor Mrs. Emma Peel, the only suspect, but simultaneously falls for her and joins forces with her to combat Sir August.",9.562953,1998-08-13,48585416.0,89.0,Released,Saving the World in Style.,The Avengers,4.4,205.0
75,12000000,,26670,tt0105017,en,Noises Off...,A travelling theater group has so much action going on behind-the-scenes it almost ruins the performances.,4.179487,1992-03-20,2280148.0,101.0,Released,,Noises Off...,7.0,38.0
76,0,http://www.disneyanimation.com/projects/shorts/paperman/,140420,tt2388725,en,Paperman,An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected.,7.198633,2012-11-02,0.0,7.0,Released,"Delicate, charming and sweet.",Paperman,8.0,734.0
